Tweet,Sentiment
or what really happened is you crooked donald trump cut cdc funding and spread conspirac,positive
the coronavirususa is on moscowmitch watch i would want the political ads taken down also,negative
client but i don t have it me the reality is that neither one of us can know if we have it i don t want to,neutral
to my fellow mothers out there please ensure that you are adequately stocked with your favorite wine or drink of ch,positive
i feel like not getting coronavirus will be one of my biggest accomplishments in,neutral
coronavirus has hit you re quarantined with your first infected everyone else hoarding all,positive
just realized that all this time dabbing was training a new generation to sneeze into their elbows coronavirus,positive
the entire country will be relying on internet phone service more than normal since they are working stuck at home,positive
if there is a vaccine it must be available to everyone anything else would be a scandal a pandemic is about eve,positive
healthworkers are sheroes heroes covid coronavirus,neutral
happy day yalls italysings v shannonhoon laughyet,negative
so are feet apart huh socialdistancingnow socialdistance socialdistancing,neutral
stay safe and take care of yourself first coronavirususa be patient we ll pass through this together,positive
all i know is better do that emergency food stamps release like they did with hurricane irma coronavirus,positive
visits for influenza like illness for pennsylvania pennsylvania pittsburgh covid,neutral
awe have we hurt little feel bads noonecares coronavirususa anyonebuttrump bluetsunami,negative
rosa knows you shouldn t go out coronaviruspandemic coronavirususa us,neutral
anyone that wants a test can get a test here is the reality this is all over the us take the,positive
if you say shelter in place long enough and loud enough it rhymes with martial law coronavirususa boogaloo,positive
so ummmm i hear china cco has been lying omg i am shocked coronavirus covid sarscov covid,negative
this is what the administration should have been doing weeks ago instead of spewing rhetoric hu,neutral
good explanation by about the urgency of socialdistancing and how once the contagion reaches perc,positive
